dot_number,legal_name,dba_name,phone,email,physical_address,physical_city,physical_state,physical_zip,power_units,drivers,inspection_date,oos_total,vehicle_oos,driver_oos,total_violations,inspection_state,inspection_level,safer_link
725220,MIKE HERBERGER TRUCKING LLC,,,,4520 QUINABY RD NE,SALEM,OR,97305,,,20240925,3,3,0,6,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=725220
4231189,HIGHWAY SOLUTIONS DIVISION INC,,,,1248 WALNUT AVE,YUBA CITY,CA,95991,,,20240926,1,1,0,1,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4231189
1252883,WASTE CONNECTIONS OF OREGON INC,,,,5455 NE 109TH AVE,PORTLAND,OR,97220,,,20240926,1,1,0,1,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1252883
337319,PAVESTONE LLC,,,,5 CONCOURSE PARKWAY SUITE 1900,ATLANTA,GA,30328,,,20240926,3,3,0,6,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=337319
381463,ATLANTIC & PACIFIC FREIGHTWAYS INC,,,,5801 NE 88TH STREET,VANCOUVER,WA,98665,,,20240926,1,1,0,1,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=381463
3295398,PFD OPCO LLC,,,,12300 SE CARPENTER DRIVE,CLACKAMAS,OR,97015,,,20240926,1,1,0,1,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3295398
915078,VINCENT CHRISTO LALLO,,,,2209 ALTA VISTA ROAD,EAGLE POINT,OR,97524,,,20240926,2,0,2,8,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=915078
54283,SWIFT TRANSPORTATION CO OF ARIZONA LLC,,,,2200 S 75TH AVE,PHOENIX,AZ,85043,,,20240925,1,1,0,1,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=54283
285565,CENTRAL OREGON TRUCK COMPANY LLC,,,,394 NE HEMLOCK AVE,REDMOND,OR,97756,,,20240926,1,1,0,4,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=285565
2009825,PAUL SINGH TAKHAR,,,,4703  WINDY COVE LN,TRACY,CA,95377,,,20240928,1,0,1,5,OR,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2009825
74432,MARTEN TRANSPORT LTD,,,,129 MARTEN STREET,MONDOVI,WI,54755,,,20240930,1,1,0,1,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=74432
3330097,VAT INC,,,,429 LOTUS LN,GLENVIEW,IL,60025,,,20241118,1,1,0,2,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3330097
1051929,BEAR HAULING INC,,,,116 Y STREET,VANCOUVER,WA,98661,,,20241119,1,1,0,5,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1051929
750099,WESTERN STATES SOIL CONSERVATION INC,,,,3100 SCHMIDT LANE NE,HUBBARD,OR,97032,,,20241120,1,1,0,2,OR,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=750099
3668802,FAIZAN LOGISTICS LLC,,,,6444 AJ LN,SAN ANTONIO,TX,78252,,,20241120,1,1,0,1,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3668802
1708768,KARS INC,,,,5350 SAND HOLLOW RD,NEW PLYMOUTH,ID,83655,,,20241121,1,1,0,1,TN,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1708768
4442812,LA FORTALEZA INC,,,,501 N FORD BLVD,LOS ANGELES,CA,90022,,,20250201,1,1,0,1,CA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4442812
4148868,8K TRANSPORTATION LLC,,,,164 BERTHA DR,ZAPATA,TX,78076,,,20250203,1,1,0,4,MD,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4148868
1619986,RENAISSANCE TRANSPORT LTD,,,,SITE 145 BOX 46 RR 1,BRANDON,MB,R7A 5Y1,,,20250204,1,1,0,1,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1619986
2792032,RPM HAULING LLC,,,,3100 CARRIE ST,PERU,IL,61354,,,20250212,1,0,1,2,NM,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2792032
2995942,AAAT TRUCKERS INC,,,,6555 EAST CHRISTINE AVE,FRESNO,CA,93727,,,20250207,1,1,0,3,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2995942
3291021,XTREME TRANSPORTATION LLC,,,,1028 48TH ST,NEWPORT NEWS,VA,23607,,,20250409,1,1,0,3,MD,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3291021
3389576,J T ONE TRANSPORTATION LLC,,,,528 W 7 MILE RD,HIGHLAND PARK,MI,48203,,,20250408,1,1,0,4,KY,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3389576
3520727,LOADING USA INC,,,,6002 PATRICK HENRY ST SUITE 103,SAN ANTONIO,TX,78233,,,20250404,1,0,1,3,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3520727
4088127,MALO EXPRESS INC,,,,1925 QUARRY RD APT #303,SAINT CLOUD,MN,56301,,,20250417,1,1,0,2,MD,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4088127
652055,ROANE TRANSPORTATION SERVICES LLC,,,,229 CARDIFF VALLEY RD,ROCKWOOD,TN,37854,,,20250423,1,1,0,2,MD,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=652055
53467,WERNER ENTERPRISES INC,,,,14507 FRONTIER ROAD,OMAHA,NE,68138,,,20250424,2,2,0,6,MD,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=53467
3997525,STRONG POINT TRANSPORT,,,,1712 MAIN ST,WILLISTON,ND,58801-4245,,,20250605,2,2,0,4,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3997525
4179996,M O BRYANT PAVING LLC,,,,1367 FRANK RD,COLUMBUS,OH,43223-3729,,,20250605,2,1,1,7,OH,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4179996
2555877,NOBLE TRUCKING LLC,,,,14058 JACKSON STREET,WILLISTON,ND,58801,,,20250606,1,1,0,9,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2555877
672437,BARTO TRUCKING LLC,,,,108 EAST BAY RD,PLATTSMOUTH,NE,68048,,,20250608,1,1,0,5,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=672437
3153591,FALLOUT AUTO GROUP INC,,,,1073 MARTIN PL,VALLEY STREAM,NY,11580-1349,,,20250604,6,6,0,14,NY,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3153591
623628,TROTTER CONSTRUCTION INC,,,,12651 2ND ST SW,GRASSY BUTTE,ND,58634,,,20250605,2,2,0,3,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=623628
2954205,WWH INC,,,,1820 WEST PALM DR 079,MOUNT PROSPECT,IL,60056,,,20250606,2,0,2,4,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2954205
497041,ASTRO-CHEM LAB INC,,,,4102 2ND AVENUE WEST,WILLISTON,ND,58801,,,20250610,1,1,0,2,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=497041
2582373,ENERGYVE LLC,,,,5507 145TH NW AVE,WILLISTON,ND,58801,,,20250610,1,1,0,17,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2582373
3111560,MF TRUCKING LLC,,,,406 OAK ST,BLOCKTON,IA,50836,,,20250611,1,1,0,1,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3111560
3470211,PTL LOGISTICS LLC,,,,825 NW 155TH LN APT 310,MIAMI FL,FL,33169,,,20250611,1,1,0,2,MD,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3470211
559128,CREATIVE ENERGY INC,,,,3461 82 AVE SE,JAMESTOWN,ND,58401,,,20250611,1,1,0,1,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=559128
119759,BJORNSON OIL COMPANY INC,,,,1309 MAIN STREET WEST,CAVALIER,ND,58220,,,20250612,1,1,0,9,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=119759
2555877,NOBLE TRUCKING LLC,,,,14058 JACKSON STREET,WILLISTON,ND,58801,,,20250613,1,1,0,1,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2555877
1375549,RAINY LAKE OIL INC,,,,383 HIGHWAY 332 E,INTERNATIONAL FALLS,MN,56649,,,20250613,2,2,0,8,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1375549
368347,CRAZY COWBOY TRUCKING INC,,,,7330 35TH AVE NW,BERTHOLD,ND,58718-9406,,,20250613,1,1,0,2,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=368347
2365562,GLOBE TRANSPORTATION INC,,,,508 S HICKS ROAD,PALATINE,IL,60067,,,20250613,1,1,0,1,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2365562
2898010,HAULSTER TRANSPORT LTD,,,,185 GOLDENROD DRIVE,CENTREPORT,MB,R4B 0A2,,,20250614,2,2,0,4,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2898010
797041,AIRGAS NITROGEN SERVICES LLC,,,,1500 EAST PIERCE ST,MCALESTER,OK,74501,,,20250614,1,1,0,1,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=797041
3099412,BORDER TOWN TRANSPORT LLC,,,,414 FARM TO MARKET RD,NOONAN,ND,58765,,,20250615,1,1,0,4,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3099412
3431528,HUNTING BEAR LLC,,,,216 S BROADWAY STE 101,MINOT,ND,58701-3852,,,20250617,5,4,1,15,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3431528
2207288,SHANCO LLC,,,,216 S BROADWAY SUITE 101,MINOT,ND,58701,,,20250618,1,1,0,2,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2207288
3758123,KB'S LOGISTICS LLC,,,,9805 STATESVILLE RD SUITE 6329,CHARLOTTE,NC,28269,,,20250619,1,0,1,5,OH,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3758123
2475440,ALL TIME LOGISTICS INC,,,,4700 IRVING BLVD STE 200A,DALLAS,TX,75247,,,20240806,1,1,0,1,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2475440
368347,CRAZY COWBOY TRUCKING INC,,,,7330 35TH AVE NW,BERTHOLD,ND,58718-9406,,,20250619,1,1,0,1,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=368347
738367,LASKEY-CLIFTON CORPORATION,,,,75355 HWY 101,REEDSPORT,OR,97467,,,20240812,2,2,0,3,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=738367
40777,WEYERHAEUSER NR COMPANY,,,,16821 SE MCGILLIVRAY BLVD STE 112,VANCOUVER,WA,98683,,,20240812,1,1,0,1,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=40777
3047396,LAUB TRUCKING LLC,,,,5623 CAROLVILLE LOOP,WILLISTON,ND,58801-5033,,,20250624,5,5,0,26,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3047396
3742394,RANDHAWA 06 LOGISTICS INC,,,,10270 E TARON DR APT 210,ELK GROVE,CA,95757,,,20250626,1,0,1,1,OR,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3742394
4429971,DEMOLITION MANAGEMENT GROUP,,,,1200 103RD AVE,OAKLAND,CA,94603,,,20250616,1,1,0,4,CA,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4429971
2528463,R & M TRANSPORTATION OF YAKIMA WA INC,,,,7511 BELL RD,MOXEE,WA,98936,,,20250627,1,1,0,2,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2528463
3836692,SABER SHRED SOLUTIONS INC,,,,1800 40TH AVE SE,MANDAN,ND,58554,,,20250627,2,2,0,2,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3836692
3939522,JHGTRANSPORTATION LLC,,,,620 E CLEMENTINE ST,PHILADELPHIA,PA,19134-2334,,,20250807,1,0,1,3,AL,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3939522
3818566,NIGHT TRAIN EXPRESS LLC,,,,1533 W HAZELWOOD RD,WEST POINT,MS,39773,,,20250729,3,3,0,33,TX,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3818566
2411768,WESCOM INC,,,,5137 JEAN DULUTH RD,DULUTH,MN,55803,,,20250807,8,6,2,18,ND,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2411768
3446177,RELIABLE DELIVERIES LLC,,,,3000 MARKET ST NE STE 506,SALEM,OR,97301,,,20250808,1,1,0,4,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3446177
1635897,AVERY ENTERPRIZES INC,,,,6950 92ND AVE NW,POWERS LAKE,ND,58773,,,20250810,2,2,0,7,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1635897
4058526,H-H TRANSPORT LLC,,,,4269 E HARRISON ST,GILBERT,AZ,85295,,,20250811,1,0,1,12,KS,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4058526
2518159,BAU OIL SERVICES CORP,,,,5301 SADDLE RIDGE CIRCLE,WILLISTON,ND,58801,,,20250821,4,4,0,9,ND,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2518159
2994485,WILSONS TRANSFER AND MOVING LLC,,,,19332 CIRCLE GATE DRIVE APT #303,GERMANTOWN,MD,20874,,,20251004,1,0,1,3,KS,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2994485
3659424,KAZAK EXPRESS LLC,,,,11545 NE MORRIS ST,PORTLAND,OR,97220,,,20251002,4,3,1,8,WA,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3659424
3664465,RICARDO MAGNO LEAL BUSTAMANTE,,,,12 SUR # 307,TECAMACHALCO,PU,75480,,,20251003,6,5,1,18,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3664465
3972080,S1LK INC,,,,1211 MILFORD AVE,ROCKFORD,IL,61109,,,20251013,1,0,1,1,SD,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3972080
2786292,KASSELMAN SOLAR LLC,,,,279 BROADWAY BUILDING #2,MENANDS,NY,12204,,,20251010,7,6,1,21,NY,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2786292
3551945,SMART LANE TRANSPORTATION LLC,,,,5076 GODOWN RD APT B,COLUMBUS,OH,43220,,,20251009,4,4,0,12,NY,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3551945
2036329,MG WHOLESALE DISTRIBUTION INC,,,,56-71 49TH PLACE,MASPETH,NY,11378,,,20251014,1,0,1,4,NY,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2036329
4182634,360 TRUCKING LLC,,,,27005 TROLLEY INDUSTRIAL DR,TAYLOR,MI,48180,,,20251021,1,0,1,3,SC,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4182634
3808083,AHCHYAM EXPRESS LIMITED COMPANY,,,,7410 NW TIFFANY SPRINGS PKWY STE 117,KANSAS CITY,MO,64153,,,20251015,1,1,0,2,NY,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3808083
2328470,MIGWAY INC,,,,9349 CHINA GROVE CHURCH RD,PINEVILLE,NC,28134,,,20251021,1,0,1,7,OH,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2328470
3568201,THE TIME TRANS INC,,,,18 MEADE LN CT UNIT 643,FOX LAKE,IL,60020,,,20251203,2,0,2,2,NY,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3568201
4141445,GREATLAND TRUCKING LLC,,,,9998 AURORA DR MXY BOX,GLENNALLEN,AK,99588,,,20251208,2,2,0,3,AK,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4141445
4102079,P&L XPRESS LLC,,,,8845 54TH ST N,PINELLAS PARK,FL,33782,,,20251210,1,0,1,11,FL,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4102079
3143079,TRIUMPH TRUCKING LLC,,,,1427 N HALSTED ST APT 1N,CHICAGO,IL,60642,,,20251213,1,0,1,2,AZ,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3143079
3352981,ESTEFES TRANSPORT INCORPORATED,,,,6446 GRANADA DR,FOREST PARK,GA,30297,,,20251212,3,1,2,5,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3352981
3612859,PRIMETURBO LLC,,,,1627 CAMPFIRE DR,KNOXVILLE,TN,37931,,,20251211,1,0,1,1,WA,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3612859
2439611,PEAK RENTALS LLC,,,,3333 N I-35 STE 200,GAINESVILLE,TX,76240,,,20251209,2,2,0,6,TX,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2439611
3693993,SOWDA TRANSPORTATION LLC,,,,1709 ELLIOTT RD,MCDONOUGH,GA,30252,,,20251217,1,0,1,3,CT,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3693993
1663797,DELIVERY SOLUTIONS LLC,,,,110 E 54TH AVE,ANCHORAGE,AK,99518,,,20251216,1,1,0,3,AK,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1663797
511412,WESTERN EXPRESS INC,,,,7135 CENTENNIAL PLACE,NASHVILLE,TN,37209,,,20251218,2,0,2,2,OR,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=511412
2289753,NORTHERN EXCAVATION & CONSTRUCTION,,,,15861 S BIRCHWOOD LOOP ROAD,CHUGIAK,AK,99567,,,20251217,1,1,0,6,AK,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2289753
3104011,LMG TRANSPORT LLC,,,,306 N 5TH STREET,AVONDALE,AZ,85323,,,20251201,1,1,0,5,CA,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3104011
4441784,CENTRAL TRANSIT SERVICES LLC,,,,205 N MICHIGAN AVE STE  810,CHICAGO,IL,60601,,,20251215,2,2,0,10,RI,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4441784
1686733,KAM OF WESTERN DUTCHESS COUNTY INC,,,,10A LUMEN LANE,HIGHLAND,NY,12528,,,20251222,1,1,0,4,NY,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=1686733
3546650,FAIR AND FAST LOGISTICS INC,,,,123 W WASHINGTON ST STE 323,OSWEGO,IL,60543,,,20251221,1,1,0,2,AL,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3546650
4144754,KEN'S FEED STORE INC,,,,002 S MARION ST,REMSEN,IA,51050,,,20251223,1,0,1,3,IA,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4144754
3341253,AMG TRUCKING INC,,,,5223 CEDARVILLE AVE,SHEFFIELD VLG,OH,44054,,,20251219,1,1,0,4,MI,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3341253
3727414,MD FREIGHTLINES LTD,,,,1920-20 AVENUE NW,EDMONTON,AB,T6T 2K9,,,20251221,1,0,1,6,ND,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3727414
3817753,ONE SOURCE RESTORATION,,,,377 LITTLE EAST NECK RD S,BABYLON,NY,11702-3205,,,20251222,1,0,1,4,NY,1,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3817753
3177285,INTERNATIONAL CONCRETE CORP,,,,8047 269TH ST,NEW HYDE PARK,NY,11040-1523,,,20251216,3,3,0,5,NY,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3177285
2530530,EAGLE CARGO INC,,,,1333 YORKSHIRE LANE,CAROL STREAM,IL,60188,,,20251216,1,1,0,2,OR,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2530530
3798581,BUCKLEY INSTALLATION & SERVICE INC,,,,450 KINGS HWY,BROOKLYN,NY,11223-1719,,,20251231,1,0,1,1,NY,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3798581
3963700,RAPTOR TRANSPORTATION LLC,,,,2913 ALENE AVENUE,TRACY,CA,95376,,,20251231,1,0,1,1,OR,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3963700
3783030,UNIQUE TRUCK CORP,,,,416 ROUTE 6 AND 209 STE 1A,MILFORD,PA,18337,,,20260210,1,1,0,4,NY,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3783030
2134397,SUPERSTAR L & M INC,,,,1371 DEER PARK AVE,NORTH BABYLON,NY,11703,,,20260211,1,0,1,6,NY,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=2134397
4185620,D & F TRUCKING LLC,,,,342 MAIN ST,WEST HAVEN,CT,06516,,,20260211,2,1,1,4,NY,2,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=4185620
3600089,BURGOS EXPRESS CORP,,,,8549 GATEWAY RD,BREINIGSVILLE,PA,18031-1559,,,20260216,2,0,2,4,MA,3,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnap&query_param=USDOT&query_string=3600089
